Entity Type,ID,Name/Details,Additional Info
role,ftr13643,"T4-like phage structural protein, T4 GC0537",ModelSEED
role,ftr06769,Microfibrillar-associated protein 2 precursor,ModelSEED
role,ftr06768,rootletin,ModelSEED
role,ftr13646,"T4-like phage structural protein, T4 GC0641",ModelSEED
role,ftr13647,"T4-like phage structural protein, T4 GC0345",ModelSEED
role,ftr13644,"T4-like phage structural protein, T4 GC0426",ModelSEED
role,ftr13645,"T4-like phage structural protein, T4 GC0344",ModelSEED
role,ftr14994,CRP protected region 2 at fuc locus,ModelSEED
role,ftr12065,fatty-acid-CoA ligase FadD32,ModelSEED
role,ftr02426,multidrug-efflux transporter,ModelSEED
role,ftr02420,AA3-600 quinol oxidase subunit IIII,ModelSEED
role,ftr02421,AA3-600 quinol oxidase subunit IV,ModelSEED
role,ftr02428,"PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69)",ModelSEED
role,ftr02429,"PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr06504,FIG018583: protein of unknown function,ModelSEED
role,ftr06503,"Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)",ModelSEED
role,ftr06502,"Hypothetical radical SAM family enzyme in heat shock gene cluster, similarity with CPO of BS HemN-type",ModelSEED
role,ftr06509,Hydrogenase maturation factor hoxQ,ModelSEED
role,ftr06508,Hydrogenase maturation factor HoxO/HyaE,ModelSEED
role,ftr07304,Peptidyl-prolyl cis-trans isomerase ppiD (EC 5.2.1.8),ModelSEED
role,ftr02489,"Osmotically activated L-carnitine/choline ABC transporter, permease protein OpuCB",ModelSEED
role,ftr12061,Probable arabinosyltransferase B (EC 2.4.2.-),ModelSEED
role,ftr12382,FIG011178: rRNA methylase,ModelSEED
role,ftr06304,Additional core component CbiN of cobalt ECF transporter,ModelSEED
role,ftr09749,N-Acetyltransferase PseH involved in the biosynthesis of pseudaminic acid,ModelSEED
role,ftr15923,Putative HTH-type transcriptional regulator yahB,ModelSEED
role,ftr12060,L-carnitine dehydratase/bile acid-inducible protein F (EC 2.8.3.16),ModelSEED
role,ftr15925,FIG00638603: hypothetical protein,ModelSEED
role,ftr06307,Cobalamin biosynthesis protein CbiG,ModelSEED
role,ftr15927,Putative uncharacterized protein YrbL,ModelSEED
role,ftr15926,Putative transcription factor,ModelSEED
role,ftr09742,YlbN-like protein,ModelSEED
role,ftr06306,Cobalt-precorrin-3b C17-methyltransferase,ModelSEED
role,ftr09744,"UDP-GlcNAc-specific C4,6 dehydratase/C5 epimerase (PseB, first step of pseudaminic acid biosynthesis)",ModelSEED
role,ftr09745,"C4 aminotransferase specific for PseB product (PseC, second step of pseudaminic acid biosynthesis)",ModelSEED
role,ftr09747,Pseudaminic acid synthase (EC 4.1.3.-),ModelSEED
role,ftr06309,Cobalt-precorrin-4 C11-methyltransferase (EC 2.1.1.133),ModelSEED
role,ftr06308,Cobalamin biosynthesis protein CobG,ModelSEED
role,ftr14197,"Glucose oligosaccharide ABC transport system, ATP-binding protein 1",ModelSEED
role,ftr14196,"Glucose oligosaccharide ABC transport system, permease protein 2",ModelSEED
role,ftr14195,"Glucose oligosaccharide ABC transport system, permease protein 1",ModelSEED
role,ftr08674,"BlpZ protein, fusion",ModelSEED
role,ftr14193,"Glucose oligosaccharide ABC transport system, sugar-binding protein",ModelSEED
role,ftr06620,Trimethylamine:corrinoid methyltransferase,ModelSEED
role,ftr08672,Bactriocin immunity protein BlpX,ModelSEED
role,ftr08671,Bacteriocin,ModelSEED
role,ftr15825,Putative cytochrome oxidase subunit,ModelSEED
role,ftr15820,FIG00638716: hypothetical protein,ModelSEED
role,ftr15821,FIG00638522: hypothetical protein,ModelSEED
role,ftr15823,Hypothetical transcriptional regulator ygbI,ModelSEED
role,ftr10522,Dethiobiotin synthetase (EC 6.3.3.3),ModelSEED
role,ftr10520,Cell-shape determining protein MreBH,ModelSEED
role,ftr10526,Biotin synthesis protein bioG,ModelSEED
role,ftr10525,Biotin synthesis protein bioH,ModelSEED
role,ftr12386,NifS-like cysteine desulfurase DndA,ModelSEED
role,ftr04219,Sialidase 2 (EC 3.2.1.18),ModelSEED
role,ftr04218,Neuraminidase 4,ModelSEED
role,ftr04211,sialidase-like protein,ModelSEED
role,ftr04210,Beta-galactosidase (EC 3.2.1.23),ModelSEED
role,ftr09333,Phenylacetate-coenzyme A ligase (EC 6.2.1.30) PaaF,ModelSEED
role,ftr04215,Sialidase 3 (EC 3.2.1.18),ModelSEED
role,ftr04217,Galactose-3-O-sulfotransferase 3 (EC 2.8.2.-),ModelSEED
role,ftr04216,Sialidase 1 precursor (EC 3.2.1.18),ModelSEED
role,ftr15646,FIG00639279: hypothetical protein,ModelSEED
role,ftr11349,"Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA",ModelSEED
role,ftr11348,"Cysteine desulfurase (EC 2.8.1.7), SufS subfamily",ModelSEED
role,ftr11340,"Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC",ModelSEED
role,ftr11345,FIG137360: hypothetical protein,ModelSEED
role,ftr11344,FIG008480: hypothetical protein,ModelSEED
role,ftr11347,"Cysteine desulfurase (EC 2.8.1.7), NifS subfamily",ModelSEED
role,ftr11346,"Cysteine desulfurase (EC 2.8.1.7), IscS subfamily",ModelSEED
role,ftr12693,"NifU-like protein 1, chloroplast precursor (AtCNfu1, AtCnfU-IVb)",ModelSEED
role,ftr12694,"NifU-like protein 2, chloroplast precursor (AtCNfu2, AtCnfU-V)",ModelSEED
role,ftr12695,"NifU-like protein 3 chloroplast precursor (AtCNfu3, AtCnfU-IVa)",ModelSEED
role,ftr10839,Spermine synthase (EC 2.5.1.22),ModelSEED
role,ftr15160,putative Fur binding site at b3070,ModelSEED
role,ftr16024,FIG00637920: hypothetical protein,ModelSEED
role,ftr14339,T7-like phage endonuclease (EC 3.1.21.2),ModelSEED
role,ftr14338,"DNA packaging protein A, T7-like gp18",ModelSEED
role,ftr07271,Tyrosine-protein kinase Wzc (EC 2.7.10.2),ModelSEED
role,ftr12477,"L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-), chloroflexus type",ModelSEED
role,ftr12475,L-malyl-CoA/beta-methylmalyl-CoA lyase (EC 4.1.3.-),ModelSEED
role,ftr08358,Monofunctional biosynthetic peptidoglycan transglycosylase (EC 2.4.2.-),ModelSEED
role,ftr13875,"Inner membrane transport protein YeiM, in cluster with pseudouridine metabolism operon",ModelSEED
role,ftr13874,Putative non-ribosomal peptide synthetase in AHQ biosynthetic operon,ModelSEED
role,ftr13876,Pseudouridine 5'-phosphate glycosidase,ModelSEED
role,ftr13872,Hypothetical protein in AHQ biosynthetic operon,ModelSEED
role,ftr16038,FIG00638032: hypothetical protein,ModelSEED
role,ftr15205,GcvA site 1 in gcvTHP operon,ModelSEED
role,ftr14325,T4-like phage baseplate hub + tail lysozyme,ModelSEED
role,ftr15516,FIG00638687: hypothetical protein,ModelSEED
role,ftr03298,Transmembrane component of energizing module of predicted B12-regulated ECF transporter for dimethylbenzimidazole,ModelSEED
role,ftr12768,"Uncharacterized protein EC-HemY, likely associated with heme metabolism based on gene clustering with hemC, hemD in Proteobacteria (unrelated to HemY-type PPO in GramPositives)",ModelSEED
role,ftr08147,3-dehydroquinate dehydratase (EC 4.2.1.10),ModelSEED
role,ftr08141,Proline-specific permease proY,ModelSEED
role,ftr08140,ProQ: influences osmotic activation of compatible solute ProP,ModelSEED
role,ftr08143,"Peptidyl prolyl 4-hydroxylase, alpha subunit (EC 1.14.11.2)",ModelSEED
role,ftr15082,putative FruR site at adhE gene,ModelSEED
role,ftr12769,"Hemoprotein HemQ, essential component of heme biosynthetic pathway in Gram-positive bacteria",ModelSEED
role,ftr14702,Lrp protected fragment at gcvT gene,ModelSEED
role,ftr13251,"UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase",ModelSEED
role,ftr13253,UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase,ModelSEED
role,ftr13252,UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7),ModelSEED
role,ftr13254,UDP-N-acetylmuramoylalanyl-D-glutamate--L-diaminobutyrate ligase,ModelSEED
role,ftr15335,FIG00638909: hypothetical protein,ModelSEED
role,ftr15083,FruR retarded fragment at adhE gene,ModelSEED
role,ftr08149,Quinate permease,ModelSEED
role,ftr08148,3-dehydroshikimate dehydratase,ModelSEED
role,ftr02218,Oligopeptide transport system permease protein oppC (TC 3.A.1.5.1),ModelSEED
role,ftr02211,Nitrate/nitrite transporter,ModelSEED
role,ftr01742,tRNA dihydrouridine synthase B like,ModelSEED
role,ftr01744,"CofC, F420 2-Phospho-l-lactate Guanylyltransferase",ModelSEED
role,ftr01746,photosystem II protein D2 (PsbD),ModelSEED
role,ftr01747,photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA),ModelSEED
role,ftr03928,NAD(P)H-quinone oxidoreductase chain I (EC 1.6.5.2),ModelSEED
role,ftr03924,"F420H2:quinone oxidoreductase, 11.2 kDa subunit, putative",ModelSEED
role,ftr03925,chloroplast NADH dehydrogenase ND4,ModelSEED
role,ftr03923,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ModelSEED
role,ftr13472,Phage EaG protein,ModelSEED
role,ftr16205,Putative metabolite transport protein yaaU,ModelSEED
role,ftr16204,Acriflavine resistance protein A (AcrA),ModelSEED
role,ftr16202,RNA signal recognition particle 4.5S RNA,ModelSEED
role,ftr07591,Chitobiose-specific 6-phospho-beta-glucosidase ChbF (EC 3.2.1.86),ModelSEED
role,ftr07590,"Chitobiose-specific regulator ChbR, AraC family",ModelSEED
role,ftr07595,"FIG017807: peptidase, M16 family",ModelSEED
role,ftr01296,"Tissue factor pathway inhibitor-1, protease inhibitor I02.012",ModelSEED
role,ftr01297,"Heparin cofactor II, protease inhibitor I04.019",ModelSEED
role,ftr01294,"Coagulation factor Xa, protease S01.216",ModelSEED
role,ftr01295,Coagulation factor V,ModelSEED
role,ftr01293,"Coagulation factor VIIa, protease S01.215",ModelSEED
role,ftr01290,"Thrombin, protease S01.217",ModelSEED
role,ftr01291,Fibrinogen alpha chain,ModelSEED
role,ftr01568,Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-),ModelSEED
role,ftr01569,Apolipoprotein N-acyltransferase (EC 2.3.1.-),ModelSEED
role,ftr01298,"Coagulation factor IXa, protease S01.214",ModelSEED
role,ftr01299,Coagulation factor VIII,ModelSEED
role,ftr10754,"Cell wall surface anchor family protein, FPXTG motif",ModelSEED
role,ftr10757,Enterochelin uptake permease CeuB,ModelSEED
role,ftr10756,"Ferrous iron transport protein A, putative",ModelSEED
role,ftr10759,Enterochelin uptake ATP-binding protein,ModelSEED
role,ftr10758,Enterochelin uptake permease CeuC,ModelSEED
role,ftr14703,CysB binding site 1 at cysK gene,ModelSEED
role,ftr12009,GGDEF family protein,ModelSEED
role,ftr16514,metR promoter 2,ModelSEED
role,ftr15897,FIG00639506: hypothetical protein,ModelSEED
role,ftr15411,FMN-dependent NADH-azoreductase,ModelSEED
role,ftr15110,region of interference between FruR and ace operon,ModelSEED
role,ftr16563,SraJ RNA,ModelSEED
role,ftr07514,Menaquinone via futalosine step 4,ModelSEED
role,ftr13364,"T4-like phage protein, T4 GC0959",ModelSEED
role,ftr00167,"Various polyols ABC transporter, ATP-binding component",ModelSEED
role,ftr00166,"Various polyols ABC transporter, permease component 2",ModelSEED
role,ftr00165,"Various polyols ABC transporter, permease component 1",ModelSEED
role,ftr00164,"Various polyols ABC transporter, periplasmic substrate-binding protein",ModelSEED
role,ftr08370,copalyl diphosphate synthase (CPS) (ent-kaurene synthetase A),ModelSEED
role,ftr08371,sesquiterpene synthase-like protein,ModelSEED
role,ftr11807,"Transcriptional regulator DegU, LuxR family",ModelSEED
role,ftr11802,FIG04612: Integral membrane protein (putative),ModelSEED
role,ftr11803,FIG015389: hypothetical membrane associated protein,ModelSEED
role,ftr05538,Vi polysaccharide biosynthesis protein tviE,ModelSEED
role,ftr05537,Insertion element IS1 protein insB,ModelSEED
role,ftr05536,Insertion element IS1 protein insA,ModelSEED
role,ftr05535,Vi polysaccharide biosynthesis protein tviD,ModelSEED
role,ftr05534,Vi polysaccharide biosynthesis protein tviC,ModelSEED
role,ftr05532,Vi polysaccharide biosynthesis protein tviA,ModelSEED
role,ftr15412,ATP-dependent helicase hrpA,ModelSEED
role,ftr15088,FNR and FruR retarded region at cydAB operon,ModelSEED
role,ftr15162,putative Fur binding site at Z2268,ModelSEED
role,ftr15180,Cbl protected region at tauA,ModelSEED
role,ftr15415,FIG00638461: hypothetical protein,ModelSEED
role,ftr08217,ATP-dependent protease HslV (EC 3.4.25.-),ModelSEED
role,ftr08210,COG1801: Uncharacterized conserved protein,ModelSEED
role,ftr08213,COG1242: Predicted Fe-S oxidoreductase,ModelSEED
role,ftr15704,FIG00639023: hypothetical protein,ModelSEED
role,ftr14046,"Uncharacterized siderophore transporter, permease protein",ModelSEED
role,ftr15111,region of interference between FruR and fru operon,ModelSEED
role,ftr15128,putative CRP site at glgS gene,ModelSEED
role,ftr09479,"PTS system, sorbose-specific IIB component (EC 2.7.1.69)",ModelSEED
role,ftr06757,Nuclear protein ZAP3,ModelSEED
role,ftr15121,predicted GntR site 1 at edd-eda operon,ModelSEED
role,ftr15120,predicted GntR site 2 at gntKU operon,ModelSEED
role,ftr15123,predicted GntR site at idnDOTR/gntV locus,ModelSEED
role,ftr15122,predicted GntR site 2 at edd-eda operon,ModelSEED
role,ftr15125,predicted UxuR/ExuR site at uxaB gene,ModelSEED
role,ftr15124,predicted UxuR/ExuR site at exuR gene,ModelSEED
role,ftr15127,predicted UxuR/ExuR site 2 at uxuAB/gntP operons,ModelSEED
role,ftr15126,predicted UxuR/ExuR site 1 at uxuAB/gntP operons,ModelSEED
role,ftr04663,"Predicted zinc regulator, ArsR family",ModelSEED
role,ftr04664,"Candidate Zn-dependent transcriptional regulator, MntR/DtxR family",ModelSEED
role,ftr04667,"FAD-dependent pyridine nucleotide-disulphide oxidoreductase, GBAA2537 homolog",ModelSEED
role,ftr04668,Metal-dependent hydrolase COG0491 with rhodanese-homology domain (RHOD),ModelSEED
role,ftr04919,Cobalt-precorrin-2 C20-methyltransferase (EC 2.1.1.130),ModelSEED
role,ftr11664,FIG042796: Hypothetical protein,ModelSEED
role,ftr15700,Putative transporting ATPase,ModelSEED
role,ftr16513,metR promoter 1,ModelSEED
role,ftr14646,Dehydratase-associated PGM family protein,ModelSEED
role,ftr12864,"Heme-degrading oxygenase, IsdG-like",ModelSEED
role,ftr15413,Protein ydcF,ModelSEED
role,ftr13652,Phage tail fibers chaperone,ModelSEED
role,ftr08966,putative sterigmatocystin biosynthesis monooxygenase StcW,ModelSEED
role,ftr15702,"Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p",ModelSEED
role,ftr07299,"Possible fucose ABC transporter, permease component",ModelSEED
role,ftr07294,"Predicted L-fucose-specific phosphotransferase system, EIID component",ModelSEED
role,ftr07295,"Predicted L-fucose-specific phosphotransferase system, EIIA component",ModelSEED
role,ftr07296,"Predicted L-fucose-specific phosphotransferase system, EIIB component",ModelSEED
role,ftr07297,"Predicted L-fucose-specific phosphotransferase system, EIIC component",ModelSEED
role,ftr07291,L-fucose mutarotase,ModelSEED
role,ftr13282,Replicative DNA helicase (EC 3.6.1.-) in PFGI-1-like cluster,ModelSEED
role,ftr13408,"Cyanophage-encoded heme oxygenase (EC 1.14.99.3), Ho1",ModelSEED
role,ftr13404,"T4-like phage protein, T4 GC01010",ModelSEED
role,ftr04826,carboxysome shell protein CsoS2,ModelSEED
role,ftr13406,"T4-like phage protein, T4 GC0864",ModelSEED
role,ftr13400,"Possible methylamine utilization protein, T4-like",ModelSEED
role,ftr13401,"T4-like phage protein, T4 GC0937",ModelSEED
role,ftr13402,"Cyanophage-encoded pyrophosphatase, MazG",ModelSEED
role,ftr04827,carboxysome shell protein CsoS3,ModelSEED
role,ftr12313,"CRISPR-associated protein, Cas6",ModelSEED
role,ftr12317,Transcriptional activator similar to cyn operon regulator,ModelSEED
role,ftr04284,Multidrug efflux RND transporter MexD,ModelSEED
role,ftr12315,Cys-Xaa-Xaa-Xaa system radical SAM maturase,ModelSEED
role,ftr06749,Nopaline transporter permease protein NocM,ModelSEED
role,ftr06748,Nopaline transporter permease protein NocQ,ModelSEED
role,ftr04285,Multidrug efflux RND membrane fusion protein MexC,ModelSEED
role,ftr06747,Nopaline transporter periplasmic substrate-binding protein NocT,ModelSEED
role,ftr06746,Nopaline transporter ATP-binding protein NocP,ModelSEED
role,ftr13368,"T4-like phage protein, T4 GC0751",ModelSEED
role,ftr15622,Colanic acid biosynthesis protein wcaM,ModelSEED
role,ftr15509,Selenocysteine lyase( EC:4.4.1.16 ) subunit,ModelSEED
role,ftr15508,major outer membrane lipoprotein,ModelSEED
role,ftr02152,Glutamate Aspartate transport ATP-binding protein gltL (TC 3.A.1.3.4),ModelSEED
role,ftr02401,Iron(III) dicitrate transport system permease protein fecD (TC 3.A.1.14.1),ModelSEED
role,ftr02154,Glutamate Aspartate transport system permease protein gltJ (TC 3.A.1.3.4),ModelSEED
role,ftr02407,L-arabinose transport system permease protein (TC 3.A.1.2.2),ModelSEED
role,ftr02156,"PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr02157,"PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr15623,"Methylglyoxal reductase, acetol producing (EC 1.1.1.-)",ModelSEED
role,ftr15232,promoter at nir,ModelSEED
role,ftr15235,putative Fis binding site at nir,ModelSEED
role,ftr15234,promoter region 3 at nir,ModelSEED
role,ftr16459,putP promoter p2,ModelSEED
role,ftr06523,Indole-acetamide hydrolase,ModelSEED
role,ftr15239,H-NS retarded fragment at nir,ModelSEED
role,ftr15238,putP promoter region invol. in catabolite repressi,ModelSEED
role,ftr08585,Succinyl-CoA ligase [GDP-forming] beta chain (EC 6.2.1.4),ModelSEED
role,ftr08584,Succinyl-CoA ligase [GDP-forming] alpha chain (EC 6.2.1.4),ModelSEED
role,ftr08587,"2-oxoglutarate oxidoreductase, gamma subunit (EC 1.2.7.3)",ModelSEED
role,ftr08581,"Isocitrate dehydrogenase 3 subunit gamma, mitochondrial precursor (EC 1.1.1.41)",ModelSEED
role,ftr08589,"2-oxoglutarate oxidoreductase, alpha subunit (EC 1.2.7.3)",ModelSEED
role,ftr08588,"2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)",ModelSEED
role,ftr15626,"Transcriptional regulator LysR family, yafC",ModelSEED
role,ftr06431,Biotin carboxyl carrier protein of glutaconyl-CoA decarboxylase,ModelSEED
role,ftr14707,CysB binding site 1 at cysPUWA operon,ModelSEED
role,ftr09801,LysR family transcriptional regulator PA4989,ModelSEED
role,ftr01173,Cell division protein FtsX,ModelSEED
role,ftr01172,"Cell division transporter, ATP-binding protein FtsE (TC 3.A.5.1.1)",ModelSEED
role,ftr09800,LysR family transcriptional regulator PA3398,ModelSEED
role,ftr15947,TsaC protein (YrdC domain) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA,ModelSEED
role,ftr15946,FIG00640156: hypothetical protein,ModelSEED
role,ftr15945,"carbonic anhydrase, family 3",ModelSEED
role,ftr15944,Putative amino-acid ABC transporter permease protein yhdX,ModelSEED
role,ftr10328,Benzoate transport related protein,ModelSEED
role,ftr15941,FIG00639198: hypothetical protein,ModelSEED
role,ftr09766,Major facilitator family transporter,ModelSEED
role,ftr09765,"Phosphosugar-binding transcriptional regulator, RpiR family",ModelSEED
role,ftr16414,141-bp CysB retarded fragment at tauA,ModelSEED
role,ftr16415,176-bp CysB/Cbl retarded fragment at tauA,ModelSEED
role,ftr07462,2-hydroxymuconic semialdehyde hydrolase,ModelSEED
role,ftr16417,dnaAp1,ModelSEED
role,ftr15625,Colanic acid biosynthesis protein wcaG,ModelSEED
role,ftr15802,"Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (GLYCOGENASE) # fragment",ModelSEED
role,ftr15800,FIG01268102: hypothetical protein,ModelSEED
role,ftr15801,FIG00641445: hypothetical protein,ModelSEED
role,ftr15806,FIG00638140: hypothetical protein,ModelSEED
role,ftr15807,L-proline glycine betaine ABC transport system permease protein ProW (TC 3.A.1.12.1),ModelSEED
role,ftr15804,FIG00638941: hypothetical protein,ModelSEED
role,ftr15805,FIG00638334: hypothetical protein,ModelSEED
role,ftr15808,Dihydrodipicolinate synthase (EC 4.2.1.52) homolog,ModelSEED
role,ftr06246,pH adaptation potassium efflux system e,ModelSEED
role,ftr03403,Lipoprotein releasing system ATP-binding protein LolD,ModelSEED
role,ftr04278,Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-),ModelSEED
role,ftr04276,Vesicular neurotransmitter transporter,ModelSEED
role,ftr04275,"Multidrug-efflux transporter, major facilitator superfamily (MFS) (TC 2.A.1)",ModelSEED
role,ftr11402,Glycerol-1-phosphate dehydrogenase [NAD(P)] (EC 1.1.1.261),ModelSEED
role,ftr09205,"Ferredoxin reductase component of carbazole 1,9a-dioxygenase",ModelSEED
role,ftr11325,"L-Cystine ABC transporter, periplasmic cystine-binding protein",ModelSEED
role,ftr06248,pH adaptation potassium efflux system g,ModelSEED
role,ftr06249,pH adaption potassium efflux system protein PhaD,ModelSEED
role,ftr10815,Biotin carboxylase of Propionyl-CoA carboxylase (EC 6.3.4.14),ModelSEED
role,ftr10812,Stage V sporulation protein involved in spore cortex synthesis (SpoVR),ModelSEED
role,ftr10813,Stage V sporulation protein required for dehydratation of the spore core and assembly of the coat (SpoVS),ModelSEED
role,ftr10810,Stage V sporulation protein whose disruption leads to the production of immature spores (SpoVK),ModelSEED
role,ftr10811,Stage V sporulation protein required for normal spore cortex and coat synthesis (SpoVM),ModelSEED
role,ftr14332,"T7-like cyanophage core protein, T7 GC53",ModelSEED
role,ftr05278,"Predicted beta-glucosides ABC transporter, substrate binding protein",ModelSEED
role,ftr05270,"Xyloglucan ABC transport system, ATP-binding protein 1",ModelSEED
role,ftr05272,"Xylobiose ABC transport system, permease protein 1",ModelSEED
role,ftr05273,"Xylobiose ABC transport system, permease protein 2",ModelSEED
role,ftr05274,"Xylobiose ABC transport system, ATP-binding protein 1",ModelSEED
role,ftr05275,"Xylobiose ABC transport system, ATP-binding protein 2",ModelSEED
role,ftr05276,Cellobiose phosphorylase (EC 2.4.1.-),ModelSEED
role,ftr12410,Protein Implicated in DNA repair function with RecA and MutS,ModelSEED
role,ftr12411,"DNA primase (EC 2.7.7.-), phage-associated",ModelSEED
role,ftr12412,DNA primase TraC (EC 2.7.7.-),ModelSEED
role,ftr12413,FIG002958: hypothetical protein,ModelSEED
role,ftr04492,Cell division protein FtsZ (EC 3.4.24.-),ModelSEED
role,ftr04491,Cell division protein FtsW,ModelSEED
role,ftr04495,Cell division protein ftsJ,ModelSEED
role,ftr14330,Phage baseplate tail tube cap,ModelSEED
role,ftr03728,PH adaptation potassium efflux system protein C,ModelSEED
role,ftr03729,PH adaptation potassium efflux system protein B1,ModelSEED
role,ftr07547,hypothetical cytochrome oxidase associated membrane protein,ModelSEED
role,ftr09227,Uncharacterized protein in putrescine utilization cluster,ModelSEED
role,ftr14337,"Host RNA polymerase inhibitor, T7-like gp2",ModelSEED
role,ftr07469,3-(3-hydroxy-phenyl)propionate hydroxylase (EC 1.14.13.-),ModelSEED
role,ftr14336,"Host protein H-NS-interacting protein, T7-like gp5.5-5.7",ModelSEED
role,ftr12986,"Beta-mannan and fructose induced hypothetical ABC transporter, permease protein 1",ModelSEED
role,ftr11405,Archaeosortase C,ModelSEED
role,ftr14335,"T7-like cyanophage core protein, T7 GC55",ModelSEED
role,ftr13237,"5-FCL-like protein, but predicted not to be 5-formyltetrahydrofolate cyclo-ligase (5-FCL)",ModelSEED
role,ftr13230,Haemolysin expression modulating protein paralog,ModelSEED
role,ftr09734,"alpha-1,6-rhamnosyltransferase",ModelSEED
role,ftr08635,Putative TolA protein involved in Tol transport system in Chlamydia,ModelSEED
role,ftr02890,Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70),ModelSEED
role,ftr02236,Voltage-gated ClC-type chloride channel clcB,ModelSEED
role,ftr02231,Dipeptide transport system permease protein DppB (TC 3.A.1.5.2),ModelSEED
role,ftr02896,23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-),ModelSEED
role,ftr02899,Ribosomal large subunit pseudouridine synthase E (EC 5.4.99.-),ModelSEED
role,ftr07609,Tetrathionate reductase sensory transduction histidine kinase (EC 2.7.3.-),ModelSEED
role,ftr02239,"PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr09519,Phosphoribosylaminoimidazolecarboxamide formyltransferase [alternate form],ModelSEED
role,ftr01764,"Glycine decarboxylase L-protein 1 (EC 1.8.1.4), mitochondrial",ModelSEED
role,ftr01765,"Glycine decarboxylase L-protein 2 (EC 1.8.1.4), mitochondrial",ModelSEED
role,ftr09510,Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-),ModelSEED
role,ftr08634,putative TolA function,ModelSEED
role,ftr09514,Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21),ModelSEED
role,ftr03947,NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3) homolog,ModelSEED
role,ftr03942,"F420H2:quinone oxidoreductase, 39 kDa subunit, putative",ModelSEED
role,ftr09451,Delta 1-piperideine-2-carboxylate reductase (EC 1.5.1.21),ModelSEED
role,ftr02099,Type IV secretion system protein VirD4,ModelSEED
role,ftr11859,CBSS-272943.3.peg.263: thioredoxin,ModelSEED
role,ftr13863,Uncharacterized oxidoreductase YjgI (EC 1.-.-.-),ModelSEED
role,ftr14959,putative NarL binding site 8 upstream of narGHJI,ModelSEED
role,ftr14958,putative NarL binding site 7 upstream of narGHJI,ModelSEED
role,ftr14953,putative NarL binding site 7 upstream of narK,ModelSEED
role,ftr14952,putative NarL binding site 6 upstream of narK,ModelSEED
role,ftr14951,putative NarL binding site 5 upstream of narK,ModelSEED
role,ftr14950,CytR protected region at rot gene,ModelSEED
role,ftr14957,putative NarL binding site 6 upstream of narGHJI,ModelSEED
role,ftr14956,NarL protected fragment upstream of narGHJI,ModelSEED
role,ftr14955,putative NarL binding site 9 upstream of narK,ModelSEED
role,ftr14954,putative NarL binding site 8 upstream of narK,ModelSEED
role,ftr00492,cytochrome c-551,ModelSEED
role,ftr01818,"MiaB family protein, possibly involved in tRNA or rRNA modification",ModelSEED
role,ftr01810,archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 2 short,ModelSEED
role,ftr01811,archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 1 like,ModelSEED
role,ftr01813,NADPH dependent preQ0 reductase-like,ModelSEED
role,ftr01817,Ribosomal protein S12p Asp88 (E. coli) methylthiotransferase,ModelSEED
role,ftr08847,Vancomycin response regulator VanR,ModelSEED
role,ftr00638,Nitric oxide reductase FlRd-NAD(+) reductase (EC 1.18.1.-),ModelSEED
role,ftr06367,Methyltransferase gidB (EC 2.1.-.-),ModelSEED
role,ftr00145,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),ModelSEED
role,ftr00141,FIG134348: essential endopeptidase,ModelSEED
role,ftr08390,YcgN (Fragment),ModelSEED
role,ftr07713,5S rRNA,ModelSEED
role,ftr08392,Benzoyl-CoA reductase subunit BadE (EC 1.3.99.15),ModelSEED
role,ftr08394,Benzoyl-CoA reductase subunit BadF (EC 1.3.99.15),ModelSEED
